"ISO3","Name","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"BWA","Botswana",41.3623265105662,41.760335075683,42.1132213219961,42.5194050005438,42.7306503793868,42.861562148557,42.8734732902186,42.7595006960022,43.6916243476255,43.2710135276001,44.1681396190364,43.5391415983907,43.5645555348758,44.0314820879969,44.4748602034104,44.7189398400448,44.858774574562,45.5206519171084,45.4741629889266,46.4128997296904,46.3284673098344,47.2730446217136,46.967801059021,47.6075771933415,47.7387595566277,47.7120105012013,48.0319320692765,46.3477328424654,45.9320355196823,44.9869075517993
"BRA","Brazil",47.7520870524283,47.7282536939162,47.9312998490488,48.2248948539873,48.6390224729363,49.0504699416655,49.2804845012211,49.707102481822,49.739902738411,49.5993470682895,50.7886837121377,54.4671329623648,54.6297209232948,55.3296002465998,55.893692360575,57.1492979985219,57.5201147008252,57.5850944317875,57.6098715638582,49.0442017288024,48.8950488587685,49.2515465508306,48.9369722455559,48.7257316451165,48.7458901186703,49.0244185743848,49.1057684188982,50.5336359206279,50.5651191444229,50.7341623497791
"BRN","Brunei Darussalam",50.1836723266261,50.2736218828807,49.7253788123394,49.1066320643952,49.296307132074,49.4472511271555,49.7631328269115,50.1918232301697,50.3330730145984,50.3296261468269,51.5076389080025,54.9234662051313,51.0369024150637,50.963088756505,52.040477457084,52.4687175243756,52.3066420788906,52.7786979860571,52.9433192305537,54.4320866722496,53.8942014613474,53.7524115606466,53.7615085266916,55.0503996344882,54.5869509112747,54.6725637266388,54.7342459811951,49.5025743408196,49.7278290128016,49.6410101353225
"BGR","Bulgaria",49.1778911461308,49.5007162638334,50.7109885130815,50.8766098927334,50.6648218271364,50.0362991046418,50.2552986863237,51.3763748148186,51.6639326504898,51.9854362673,52.3323455479293,52.2749364014443,53.0690465451314,53.0355765099867,53.0543336391716,52.7180300287943,53.0773144686427,53.5748623062714,53.9093311155218,54.4676352359237,54.5864436689924,54.4266275070067,54.1888994089204,55.5403677145185,55.6567507568986,55.3672596754644,55.5189278881661,56.5280872100408,57.3867245310436,56.2547705636806
"BFA","Burkina Faso",37.327393379158,37.2614612199759,37.3684988903637,37.2463389627366,37.2091798712667,37.433386035782,37.5444246666981,37.453920132001,37.6352947871438,37.5803204456354,36.7466031937237,35.056212448864,35.7859205205862,36.1321910215424,36.9713581144043,37.0272864647105,36.8207698223505,36.9822883145956,36.9321825936524,37.5022322308635,37.3633044770196,38.7150268769653,39.6121990364574,39.7622597870707,39.4597994221738,39.1868709053434,38.710440558587,37.6463469320712,37.3947694935372,37.3845357121768
"BDI","Burundi",31.7052274333671,31.8167837287512,31.7469525696356,31.7182725715717,32.3097566162808,32.3564798768828,31.4299786367596,31.9985847280267,31.7342824979061,31.9796078693667,31.9313801097071,30.5688063053961,30.9558600488267,30.834852590906,30.6936308033143,29.3212692903004,28.6252617970889,28.3868812729372,30.4388915256689,32.8332414795084,32.0649948032786,32.5796380698904,32.7083279767815,32.8219099477404,32.9090517490447,32.9461502673576,33.092842679916,32.2029008805815,32.3107026033997,31.9629284177741
"KHM","Cambodia",37.3634547412203,37.3721122416108,37.3354394853329,37.2767619757105,37.2492941889581,37.5131743582036,37.3492915321913,37.605697774527,37.7456057462943,37.6488479641253,37.4957267162282,37.1396354655001,36.6248701134351,37.6342781081055,37.5272820326498,37.6641587030142,37.8367567146761,38.0703203615442,38.1381844710384,38.4596740807129,38.1704526370512,39.9741351452615,40.4665884212837,40.6604137052787,40.5088486735721,40.3541990287129,40.5827553035174,42.1466594385631,42.348099598527,42.4479120334607
"CMR","Cameroon",38.4968385133506,38.6138865960807,39.0206902648425,39.4830952400087,39.4766947423566,39.5671804733133,39.4854375288575,39.0755217035122,39.7427047348507,40.2302726147899,39.5960560407784,38.8107378573065,38.8344610214282,38.647421357889,38.4742531700608,38.2693846153976,38.1565369117829,38.441262369101,38.4825331648035,38.8212720388024,38.7395802437975,39.3278726885068,39.2240286002965,39.0379075233502,39.0982390808064,39.1421257758011,38.854147010168,39.7711560259263,39.8795993002326,39.897535799787
"CAN","Canada",63.0696782192138,63.1776118169329,63.8519887652506,64.2290817843897,64.6115667022024,64.9480073083402,64.8886481948204,64.8313787821604,64.7884352073467,65.2663412564059,66.3167469098911,68.3820660834323,68.2512897729462,68.4674948544216,68.555802941672,67.403961951922,67.7923875126704,67.8203668576456,68.0814165304875,68.6880458046298,68.6219317105601,68.2484217679862,68.0888111875023,67.7838557240629,68.1475790592112,67.8913811790783,68.0640896187924,68.2943661178991,68.2356621457216,68.0499815199613
"CPV","Cape Verde",45.7884975359189,45.7965881348905,45.7251384329148,45.6709382001722,46.0260393675516,46.1798730488161,45.515072952191,44.9805657438717,45.3681246989676,45.0900253252069,46.9266411633794,45.032840815673,45.6611400156992,45.907568388506,46.3000561608719,46.1859637256643,47.2415335257555,46.88485589294,46.8091309174319,48.1045114427526,48.6687005416921,48.8041439113613,48.8485358905178,48.9258663539513,49.0929542141811,48.6909783332421,49.1065568019238,45.3386270451885,45.420522815946,45.1472624977326
